id;names;date_x;score;genre;status;orig_lang;country
305;Choose or Die;04/15/2022 ;54.0;Horror, Thriller, Science Fiction; Released; English;GB
306;Project Wolf Hunting;10/13/2022 ;65.0;Action, Thriller, Horror; Released; Korean;AU
307;Lost Bullet 2;11/10/2022;65.0;Action, Crime, Thriller; Released; French;FR
308;Crawlspace;03/31/2022 ;66.0;Thriller; Released; English;US
309;The Good Neighbor;09/01/2022;71.0;Thriller; Released; English;AU
310;The Trapped 13: How We Survived The Thai Cave;10/05/2022;69.0;Documentary; Released; Thai;TH
311;Groot's First Steps;08/10/2022;71.0;Animation, Family, Comedy, Science Fiction; Released; English;US
312;Son of God;02/28/2014 ;69.0;Drama; Released; English;US
313;Sword Art Online the Movie -Progressive- Aria of a Starless Night;12/09/2021;80.0;Animation, Action, Fantasy, Science Fiction; Released; Japanese;AU
314;Summer Ghost;11/12/2021;72.0;Animation, Drama, Mystery, Fantasy; Released; Japanese;JP
315;Resident Evil: Welcome to Raccoon City;12/09/2021;61.0;Horror, Science Fiction, Action; Released; English;AU
316;Laid-Back Camp The Movie;07/01/2022;76.0;Animation, Comedy; Released; Japanese;JP
317;The Pale Blue Eye;12/22/2022 ;70.0;Mystery, Thriller; Released; English;AU
318;The Lion King;08/25/1994 ;83.0;Family, Animation, Drama; Released; English;AU
319;The Lion King;08/25/1994 ;83.0;Family, Animation, Drama; Released; English;AU
320;Avengers: Age of Ultron;04/23/2015 ;73.0;Action, Adventure, Science Fiction; Released; English;AU
321;Me Before You;06/16/2016 ;79.0;Drama, Romance; Released; English;AU
322;Luca;06/18/2021 ;79.0;Animation, Comedy, Fantasy, Adventure; Released; English;AU
323;Pirates of the Caribbean: Dead Man's Chest;07/06/2006;73.0;Adventure, Fantasy, Action; Released; English;AU
324;The Menu;11/18/2022 ;72.0;Horror, Thriller, Comedy; Released; English;AU
325;Ice Age;03/21/2002 ;73.0;Animation, Comedy, Family, Adventure; Released; English;AU
326;Eureka: Eureka Seven Hi-Evolution;11/26/2021 ;61.0;Animation, Drama, Adventure, Science Fiction; Released; Japanese;JP
327;The Little Mermaid;07/05/1990;73.0;Animation, Family, Fantasy; Released; English;AU
328;Shrek Forever After;07/02/2010;63.0;Comedy, Adventure, Fantasy, Animation, Family; Released; English;AU
329;Ghostbusters: Afterlife;01/01/2022;75.0;Fantasy, Comedy, Adventure; Released; English;AU
330;Sonic the Hedgehog;02/13/2020 ;74.0;Action, Science Fiction, Comedy, Family; Released; English;AU
331;Teasing Master Takagi-san: The Movie;06/10/2022;86.0;Animation, Comedy, Romance; Released; Japanese;JP
332;Dragon Ball Z: Resurrection 'F';04/18/2015 ;68.0;Action, Animation, Science Fiction; Released; Japanese;JP
333;The Guardians of the Galaxy Holiday Special;11/25/2022 ;73.0;Comedy, Science Fiction, Adventure; Released; English;AU
334;Secret Headquarters;08/12/2022;68.0;Action, Adventure, Comedy, Science Fiction, Family; Released; English;US
335;The Princess and the Frog;01/10/2010;72.0;Romance, Family, Animation; Released; English;AU
336;365 Days: This Day;04/27/2022 ;59.0;Romance, Drama; Released; Polish;AU
337;Faraway;03/08/2023;68.0;Romance, Comedy; Released; German;DE
338;Hellhole;10/26/2022 ;60.0;Horror; Released; Polish;PL
339;To Kill the Beast;04/28/2022 ;60.0;Mystery, Fantasy, Thriller; Released; Spanish, Castilian;BR
340;Zootopia;03/17/2016 ;77.0;Animation, Adventure, Family, Comedy; Released; English;AU
341;The Book of Daniel;10/01/2013;73.0;Fantasy, Drama; Released; English;US
342;Lesson Plan;11/23/2022 ;63.0;Action, Crime; Released; Polish;AU
343;Free Guy;09/09/2021;76.0;Comedy, Adventure, Science Fiction; Released; English;AU
344;Malvada;12/29/2022 ;74.0;Comedy, Fantasy, Romance; Released; Spanish, Castilian;MX
345;Diary of a Wimpy Kid: Rodrick Rules;12/02/2022;71.0;Animation, Comedy, Family; Released; English;US
346;Iron Man 2;04/29/2010 ;68.0;Adventure, Action, Science Fiction; Released; English;AU
347;The Conjuring;07/18/2013 ;75.0;Horror, Thriller; Released; English;AU
348;Fast & Furious Presents: Hobbs & Shaw;08/01/2019;69.0;Action, Adventure, Comedy; Released; English;AU
349;The Library Boys;11/29/2022 ;43.0;Comedy; Released; English;AU
350;The Maze Runner;09/12/2014;72.0;Action, Mystery, Science Fiction, Thriller; Released; English;AU
351;Blueback;01/01/2023;62.0;Drama, Adventure, Family; Released; English;AU
352;The King's Man;01/06/2022;68.0;Action, Adventure, Thriller, War, Mystery; Released; English;AU
353;The Hobbit: The Battle of the Five Armies;12/26/2014 ;73.0;Action, Adventure, Fantasy; Released; English;AU
354;Mary Magdalene;03/22/2018 ;63.0;Drama, History; Released; English;AU
355;The Pilgrim's Progress;04/18/2019 ;78.0;Animation, Adventure; Released; English;US
356;Red Notice;11/04/2021;68.0;Action, Comedy, Crime, Thriller; Released; English;AU
357;Solo Somos Carne;10/13/2022 ;63.0;Horror; Released; Spanish, Castilian;GT
358;Groot Takes a Bath;08/10/2022;71.0;Animation, Family, Comedy, Science Fiction; Released; English;US
359;X;03/24/2022 ;68.0;Horror, Mystery, Thriller; Released; English;AU
360;The Croods: A New Age;04/07/2021;75.0;Animation, Family, Adventure, Fantasy, Comedy; Released; English;AU
361;Boruto: Naruto the Movie;08/07/2015;76.0;Animation, Action, Comedy; Released; Japanese;JP
362;Thor: Ragnarok;10/26/2017 ;76.0;Action, Adventure, Fantasy, Science Fiction, Comedy; Released; English;AU
363;Barbie;07/21/2023 ;0.0;Comedy; Post Production; English;US
364;Noah;03/27/2014 ;56.0;Drama, Adventure; Released; English;AU
365;The Seven Deadly Sins: Cursed by Light;07/02/2021;78.0;Animation, Fantasy; Released; Japanese;JP
366;The Girl from the Other Side;03/10/2022;68.0;Animation, Drama, Mystery, Fantasy; Released; Japanese;JP
367;Enola Holmes 2;11/04/2022;76.0;Mystery, Adventure, Comedy, Crime; Released; English;AU
368;Ant-Man;07/16/2015 ;71.0;Science Fiction, Action, Adventure; Released; English;AU
369;Scream;02/13/1997 ;74.0;Crime, Horror, Mystery; Released; English;AU
370;Scream;02/13/1997 ;74.0;Crime, Horror, Mystery; Released; English;AU
371;Frozen II;12/28/2019 ;73.0;Family, Animation, Adventure, Comedy, Fantasy; Released; English;AU
372;Shrek the Third;06/07/2007;63.0;Fantasy, Adventure, Animation, Comedy, Family; Released; English;AU
373;Ratatouille;09/06/2007;78.0;Animation, Comedy, Family, Fantasy; Released; English;AU
374;Maneater;08/26/2022 ;49.0;Mystery, Thriller, Horror; Released; English;US
375;Raya and the Last Dragon;03/04/2021;79.0;Animation, Family, Fantasy, Action, Adventure; Released; English;AU
376;Slumberland;11/18/2022 ;75.0;Family, Fantasy; Released; English;AU
377;PAW Patrol: The Movie;08/21/2021 ;75.0;Animation, Family, Adventure, Comedy; Released; English;AU
378;Deadpool;02/11/2016;76.0;Action, Adventure, Comedy; Released; English;AU
379;The Good Dinosaur;01/01/2016;68.0;Adventure, Animation, Family; Released; English;AU
380;Last Seen Alive;05/19/2022 ;66.0;Action, Thriller; Released; English;AU
381;We Have a Ghost;02/24/2023 ;66.0;Comedy, Fantasy, Family, Adventure; Released; English;US
382;Real Steel;09/28/2011 ;70.0;Action, Science Fiction, Drama; Released; English;AU
383;The Matrix Resurrections;12/26/2021 ;65.0;Science Fiction, Action, Adventure; Released; English;AU
384;Lou;09/23/2022 ;67.0;Action, Thriller; Released; English;AU
385;Pinocchio;09/08/2022;65.0;Fantasy, Adventure, Family; Released; English;AU
386;Pinocchio;09/08/2022;65.0;Fantasy, Adventure, Family; Released; English;AU
387;Pinocchio;09/08/2022;65.0;Fantasy, Adventure, Family; Released; English;AU
388;Miraculous World: Shanghai – The Legend of Ladydragon;04/04/2021;79.0;Animation, Fantasy, Action, TV Movie; Released; French;FR
389;The Tomorrow War;07/02/2021;79.0;Action, Science Fiction, Adventure; Released; English;AU
390;Cars;06/08/2006;69.0;Animation, Adventure, Comedy, Family; Released; English;AU
391;Grimcutty;10/10/2022;54.0;Horror; Released; English;US
392;Scrooge: A Christmas Carol;11/25/2022 ;68.0;Animation, Family, Fantasy; Released; English;GB
393;Your Place or Mine;02/10/2023;64.0;Romance, Comedy; Released; English;US
394;Your Name.;11/24/2016 ;85.0;Romance, Animation, Drama; Released; Japanese;AU
395;Puss in Boots;10/28/2011 ;65.0;Comedy, Fantasy, Animation, Romance, Adventure, Family; Released; English;US
396;One Piece Film Red;11/03/2022;75.0;Animation, Adventure, Action, Fantasy; Released; Japanese;AU
397;The Fate of the Furious;04/12/2017;69.0;Action, Crime, Thriller; Released; English;AU
398;The Strays;02/17/2023 ;55.0;Thriller, Mystery, Drama, Horror; Released; English;GB
399;Watcher;06/03/2022;66.0;Mystery, Thriller, Horror; Released; English;US
400;The Gray Man;07/14/2022 ;70.0;Action, Thriller; Released; English;AU
401;The Mummy Resurrection;01/02/2023;50.0;Horror; Released; English;GB
402;The Fallout;03/17/2021 ;77.0;Drama; Released; English;US
403;Guardians of the Galaxy Volume 3;05/04/2023;0.0;Science Fiction, Adventure, Comedy; Post Production; English;AU
404;Boyka: Undisputed IV;09/22/2016 ;71.0;Action, Drama; Released; English;US
405;The Godfather;11/02/1972;87.0;Drama, Crime; Released; English;AU
406;Mulan;09/03/1998;79.0;Animation, Family, Adventure; Released; English;AU
407;Mulan;09/03/1998;79.0;Animation, Family, Adventure; Released; English;AU
408;Dracula: The Original Living Vampire;01/28/2022 ;54.0;Horror, Fantasy, Thriller; Released; English;US
409;Big Hero 6;12/25/2014 ;77.0;Adventure, Family, Animation, Action, Comedy; Released; English;AU
410;Triangle of Sadness;12/26/2022 ;72.0;Comedy, Drama; Released; English;AU
411;Dungeons & Dragons;01/18/2001 ;43.0;Drama, Adventure, Fantasy; Released; English;AU
412;Wire Room;09/02/2022;66.0;Action, Crime, Thriller; Released; English;US
413;Killing Jesus;03/29/2015 ;65.0;Drama, History, TV Movie; Released; English;US
414;Inside Out;06/09/2015;79.0;Animation, Family, Adventure, Drama, Comedy; Released; English;AU
415;The Miracle of Marcelino;02/24/1955 ;71.0;Drama, Comedy; Released; Spanish, Castilian;ES
416;Fury;10/23/2014 ;75.0;War, Drama, Action; Released; English;AU
417;Welcome to the Club;09/08/2022;66.0;Animation, Comedy; Released; English;US
418;Emancipation;12/02/2022;80.0;Drama; Released; English;US
419;Undisputed III: Redemption;06/17/2010 ;76.0;Action, Thriller; Released; English;AU
420;The Last Warrior: Root of Evil;01/01/2021;69.0;Fantasy, Adventure, Comedy; Released; Russian;RU
421;After We Fell;10/22/2021 ;71.0;Romance, Drama; Released; English;AU
422;Seoul Vibe;08/26/2022 ;67.0;Action, Crime, Comedy, Adventure; Released; Korean;KR
423;One Week Friends;06/18/2022 ;52.0;Drama; Released; Chinese;CN
424;Space Jam: A New Legacy;07/08/2021;69.0;Family, Animation, Comedy, Science Fiction; Released; English;AU
425;Nobody;04/01/2021;81.0;Action, Crime, Thriller; Released; English;AU
426;The Tiger's Nest;10/13/2022 ;70.0;Family, Adventure; Released; English;IT
427;Terrifier;03/15/2016 ;66.0;Horror, Thriller; Released; English;US
428;In the Forest;01/28/2022 ;60.0;Horror, Thriller; Released; English;US
429;The Amazing Spider-Man;07/03/2012;67.0;Action, Adventure, Fantasy; Released; English;AU
430;Evil Dead;05/01/2013;65.0;Horror; Released; English;AU
431;El asistente;03/01/2023;100.0;Comedy; Released; Spanish, Castilian;AR
432;Virus:32;04/21/2022 ;69.0;Horror; Released; Spanish, Castilian;AR
433;Linoleum;03/30/2023 ;68.0;Science Fiction, Comedy, Drama; Released; English;AU
434;Sinner: The Secret Diary of a Nymphomaniac;06/21/1973 ;49.0;Drama; Released; French;FR
435;A Quiet Place Part II;05/21/2021 ;75.0;Science Fiction, Thriller, Horror; Released; English;AU
436;Twilight;12/11/2008;63.0;Fantasy, Drama, Romance; Released; English;AU
437;Twilight;12/11/2008;63.0;Fantasy, Drama, Romance; Released; English;AU
438;Warriors of Future;08/05/2022;73.0;Drama, Action, Science Fiction; Released; Chinese;CN
439;Spider-Man: Homecoming;07/06/2017;74.0;Action, Adventure, Science Fiction, Drama; Released; English;AU
440;Howl's Moving Castle;06/09/2005;84.0;Fantasy, Animation, Adventure; Released; Japanese;AU
441;World War Z;06/20/2013 ;68.0;Action, Drama, Horror, Science Fiction, Thriller; Released; English;AU
442;Charlie and the Chocolate Factory;09/01/2005;70.0;Adventure, Comedy, Family, Fantasy; Released; English;AU
443;High Heat;03/01/2023;60.0;Action, Comedy, Crime; Released; English;AU
444;How to Train Your Dragon: The Hidden World;01/03/2019;78.0;Animation, Family, Adventure; Released; English;AU
445;Girl at the Window;08/18/2022 ;65.0;Thriller, Horror; Released; English;AU
446;Hellraiser;10/08/2022;64.0;Horror, Mystery; Released; English;AU
447;After;07/04/2019;72.0;Romance, Drama; Released; English;AU
448;After;07/04/2019;72.0;Romance, Drama; Released; English;AU
449;The Hangover;06/11/2009;73.0;Comedy; Released; English;AU
450;The Adam Project;03/11/2022;71.0;Adventure, Science Fiction; Released; English;AU
451;Trick or Treat Scooby-Doo!;10/04/2022;73.0;Adventure, Mystery, Comedy, Animation, Family; Released; English;US
452;The Tangalanga Method;01/19/2023 ;60.0;Comedy; Released; Spanish, Castilian;AR
453;Last Man Down;11/01/2021;58.0;Action, Thriller; Released; English;AU
454;The Emperor's New Groove;04/05/2001;75.0;Adventure, Animation, Comedy, Family, Fantasy; Released; English;AU
455;The Princess;06/16/2022 ;69.0;Fantasy, Action; Released; English;US
456;The Lion King;07/17/2019 ;71.0;Adventure, Drama, Family; Released; English;AU
457;The Lion King;07/17/2019 ;71.0;Adventure, Drama, Family; Released; English;AU
458;Jungle Cruise;07/29/2021 ;75.0;Action, Adventure, Fantasy; Released; English;AU
459;The Nun;09/06/2018;59.0;Horror, Mystery, Thriller; Released; English;AU
460;Superfast!;04/02/2015;50.0;Comedy, Action; Released; English;US
461;Code Name Banshee;07/01/2022;59.0;Action, Thriller; Released; English;US
462;Beauty Salon: Special Service 2;02/13/2018 ;70.0;Romance; Released; Korean;KR
463;The Parent Trap;07/29/1998 ;71.0;Comedy, Family; Released; English;US
464;One Way;12/01/2022;64.0;Action, Crime, Thriller; Released; English;AU
465;Monster High: The Movie;10/06/2022;70.0;Family, Fantasy, Comedy, Adventure, Music, TV Movie; Released; English;US
466;Furious 7;04/02/2015;72.0;Action, Thriller, Crime; Released; English;AU
467;The Conjuring 2;06/09/2016;73.0;Horror, Thriller; Released; English;AU
468;Overdose;11/04/2022;66.0;Action; Released; French;FR
469;Dragon Ball Z: Broly – The Legendary Super Saiyan;03/06/1993;73.0;Animation, Science Fiction, Action; Released; Japanese;JP
470;Inception;07/22/2010 ;84.0;Action, Science Fiction, Adventure; Released; English;AU
471;Frozen;12/26/2013 ;72.0;Animation, Family, Adventure, Fantasy; Released; English;AU
472;Madagascar: A Little Wild Holiday Goose Chase;11/26/2021 ;63.0;Animation, Comedy; Released; English;US
473;God's Not Dead: A Light in Darkness;03/30/2018 ;69.0;Drama; Released; English;US
474;Top Gun;06/20/1986 ;70.0;Romance, Drama, Action; Released; English;AU
475;The Prince of Egypt;12/26/1998 ;72.0;Adventure, Animation, Drama, Family; Released; English;AU
476;The Requin;01/28/2022 ;50.0;Thriller, Horror; Released; English;US
477;It Chapter Two;09/05/2019;69.0;Horror, Fantasy; Released; English;AU
478;The Unholy;04/15/2021 ;67.0;Horror, Mystery; Released; English;AU
479;Cinderella;10/13/1950 ;70.0;Family, Fantasy, Animation, Romance; Released; English;AU
480;Cinderella;10/13/1950 ;70.0;Family, Fantasy, Animation, Romance; Released; English;AU
481;The Lord of the Rings: The Fellowship of the Ring;12/26/2001 ;84.0;Adventure, Fantasy, Action; Released; English;AU
482;The Hip Hop Nutcracker;11/25/2022 ;57.0;Music; Released; English;US
483;Margaux;09/09/2022;68.0;Horror, Science Fiction; Released; English;US
484;Beauty Salon: Special Service;12/29/2016 ;62.0;Romance, Drama; Released; Korean;KR
485;Black Widow;07/08/2021;74.0;Action, Adventure, Science Fiction; Released; English;AU
486;Blowback;09/01/2022;61.0;Action, Thriller, Crime; Released; English;AU
487;As They Made Us;04/08/2022;55.0;Drama, Romance, Comedy; Released; English;US
488;Frank and Penelope;06/03/2022;77.0;Thriller, Horror, Crime; Released; English;US
489;Finding Nemo;08/28/2003 ;78.0;Animation, Family; Released; English;AU
490;Ben-Hur;08/25/2016 ;57.0;Action, History, Adventure, Drama; Released; English;AU
491;Ben-Hur;08/25/2016 ;57.0;Action, History, Adventure, Drama; Released; English;AU
492;Don't Open the Door;11/30/2022 ;71.0;Horror; Released; Spanish, Castilian;MX
493;Grown Ups 2;09/26/2013 ;61.0;Comedy; Released; English;AU
494;High School Teacher: Maturing;01/15/1985 ;60.0;Drama; Released; Japanese;JP
495;Thor;04/21/2011 ;68.0;Adventure, Fantasy, Action; Released; English;AU
496;Batman and Superman: Battle of the Super Sons;10/18/2022 ;79.0;Animation, Action, Science Fiction; Released; English;US
497;Captain America: Civil War;04/28/2016 ;74.0;Adventure, Action, Science Fiction; Released; English;AU
498;Dungeons & Dragons: Wrath of the Dragon God;10/08/2005;43.0;Action, Adventure, Fantasy, TV Movie; Released; English;GB
499;Doctor Strange;10/27/2016 ;74.0;Action, Adventure, Fantasy; Released; English;AU
500;Transformers: Age of Extinction;06/26/2014 ;59.0;Science Fiction, Action, Adventure; Released; English;AU
501;Carter;08/05/2022;62.0;Action, Thriller; Released; Korean;KR
